year,country,growth_factor_name,growth_factor_value,
2028,Romania,annual_population_change,-0.4,
2029,Romania,annual_population_change,-0.4,
2030,Romania,annual_population_change,-0.3,
2031,Romania,annual_population_change,-0.3,
2032,Romania,annual_population_change,-0.3,
2033,Romania,annual_population_change,-0.3,
2034,Romania,annual_population_change,-0.3,
2035,Romania,annual_population_change,-0.3,
2036,Romania,annual_population_change,-0.3,
2037,Romania,annual_population_change,-0.3,
2038,Romania,annual_population_change,-0.3,
2039,Romania,annual_population_change,-0.3,
2040,Romania,annual_population_change,-0.3,
2041,Romania,annual_population_change,-0.3,
2042,Romania,annual_population_change,-0.3,
2043,Romania,annual_population_change,-0.3,
2044,Romania,annual_population_change,-0.3,
2045,Romania,annual_population_change,-0.3,
2046,Romania,annual_population_change,-0.3,
2047,Romania,annual_population_change,-0.3,
2048,Romania,annual_population_change,-0.3,
2049,Romania,annual_population_change,-0.3,
2050,Romania,annual_population_change,-0.3,
2022,Romania,decarbonization_of_grid_electricity,-7.6,
2023,Romania,decarbonization_of_grid_electricity,-7.6,
2024,Romania,decarbonization_of_grid_electricity,-7.6,
2025,Romania,decarbonization_of_grid_electricity,-7.6,
2026,Romania,decarbonization_of_grid_electricity,-7.6,
2027,Romania,decarbonization_of_grid_electricity,-7.6,
2028,Romania,decarbonization_of_grid_electricity,-7.6,
2029,Romania,decarbonization_of_grid_electricity,-7.6,
2030,Romania,decarbonization_of_grid_electricity,-6.5,
2031,Romania,decarbonization_of_grid_electricity,-6.5,
2032,Romania,decarbonization_of_grid_electricity,-6.5,
2033,Romania,decarbonization_of_grid_electricity,-6.5,
2034,Romania,decarbonization_of_grid_electricity,-6.5,
2035,Romania,decarbonization_of_grid_electricity,-6.5,
2036,Romania,decarbonization_of_grid_electricity,-6.5,
2037,Romania,decarbonization_of_grid_electricity,-6.5,
2038,Romania,decarbonization_of_grid_electricity,-6.5,
2039,Romania,decarbonization_of_grid_electricity,-6.5,
2040,Romania,decarbonization_of_grid_electricity,-6.5,
2041,Romania,decarbonization_of_grid_electricity,-6.5,
2042,Romania,decarbonization_of_grid_electricity,-6.5,
2043,Romania,decarbonization_of_grid_electricity,-6.5,
2044,Romania,decarbonization_of_grid_electricity,-6.5,
2045,Romania,decarbonization_of_grid_electricity,-6.5,
2046,Romania,decarbonization_of_grid_electricity,-6.5,
2047,Romania,decarbonization_of_grid_electricity,-6.5,
2048,Romania,decarbonization_of_grid_electricity,-6.5,
2049,Romania,decarbonization_of_grid_electricity,-6.5,
2050,Romania,decarbonization_of_grid_electricity,-6.5,
2022,Romania,share_of_electricity_in_road_transport,0.0,
2023,Romania,share_of_electricity_in_road_transport,0.0,
2024,Romania,share_of_electricity_in_road_transport,0.0,
2025,Romania,share_of_electricity_in_road_transport,0.1,
2026,Romania,share_of_electricity_in_road_transport,0.1,
2027,Romania,share_of_electricity_in_road_transport,0.1,
2028,Romania,share_of_electricity_in_road_transport,0.1,
2029,Romania,share_of_electricity_in_road_transport,0.1,
2030,Romania,share_of_electricity_in_road_transport,0.3,
2031,Romania,share_of_electricity_in_road_transport,0.3,
2032,Romania,share_of_electricity_in_road_transport,0.3,
2033,Romania,share_of_electricity_in_road_transport,0.3,
2034,Romania,share_of_electricity_in_road_transport,0.3,
2035,Romania,share_of_electricity_in_road_transport,0.5,
2036,Romania,share_of_electricity_in_road_transport,0.5,
2037,Romania,share_of_electricity_in_road_transport,0.5,
2038,Romania,share_of_electricity_in_road_transport,0.5,
2039,Romania,share_of_electricity_in_road_transport,0.5,
2040,Romania,share_of_electricity_in_road_transport,0.8,
2041,Romania,share_of_electricity_in_road_transport,0.8,
2042,Romania,share_of_electricity_in_road_transport,0.8,
2043,Romania,share_of_electricity_in_road_transport,0.8,
2044,Romania,share_of_electricity_in_road_transport,0.8,
2045,Romania,share_of_electricity_in_road_transport,1.1,
2046,Romania,share_of_electricity_in_road_transport,1.1,
2047,Romania,share_of_electricity_in_road_transport,1.1,
2048,Romania,share_of_electricity_in_road_transport,1.1,
2049,Romania,share_of_electricity_in_road_transport,1.1,
2050,Romania,share_of_electricity_in_road_transport,1.3,
2022,Romania,bus_annual_change_in_passenger_km,0.8,
2023,Romania,bus_annual_change_in_passenger_km,0.8,
2024,Romania,bus_annual_change_in_passenger_km,0.8,
2025,Romania,bus_annual_change_in_passenger_km,0.8,
2026,Romania,bus_annual_change_in_passenger_km,0.8,
2027,Romania,bus_annual_change_in_passenger_km,0.8,
2028,Romania,bus_annual_change_in_passenger_km,0.8,
2029,Romania,bus_annual_change_in_passenger_km,0.8,
2030,Romania,bus_annual_change_in_passenger_km,0.7,
2031,Romania,bus_annual_change_in_passenger_km,0.7,
2032,Romania,bus_annual_change_in_passenger_km,0.7,
2033,Romania,bus_annual_change_in_passenger_km,0.7,
2034,Romania,bus_annual_change_in_passenger_km,0.7,
2035,Romania,bus_annual_change_in_passenger_km,0.7,
2036,Romania,bus_annual_change_in_passenger_km,0.7,
2037,Romania,bus_annual_change_in_passenger_km,0.7,
2038,Romania,bus_annual_change_in_passenger_km,0.7,
2039,Romania,bus_annual_change_in_passenger_km,0.7,
2040,Romania,bus_annual_change_in_passenger_km,0.7,
2041,Romania,bus_annual_change_in_passenger_km,0.7,
2042,Romania,bus_annual_change_in_passenger_km,0.7,
2043,Romania,bus_annual_change_in_passenger_km,0.7,
2044,Romania,bus_annual_change_in_passenger_km,0.7,
2045,Romania,bus_annual_change_in_passenger_km,0.7,
2046,Romania,bus_annual_change_in_passenger_km,0.7,
2047,Romania,bus_annual_change_in_passenger_km,0.7,
2048,Romania,bus_annual_change_in_passenger_km,0.7,
2049,Romania,bus_annual_change_in_passenger_km,0.7,
2050,Romania,bus_annual_change_in_passenger_km,0.7,
2022,Romania,car_annual_change_in_passenger_km,2.0,
2023,Romania,car_annual_change_in_passenger_km,2.0,
2024,Romania,car_annual_change_in_passenger_km,2.0,
2025,Romania,car_annual_change_in_passenger_km,2.0,
2026,Romania,car_annual_change_in_passenger_km,2.0,
2027,Romania,car_annual_change_in_passenger_km,2.0,
2028,Romania,car_annual_change_in_passenger_km,2.0,
2029,Romania,car_annual_change_in_passenger_km,2.0,
2030,Romania,car_annual_change_in_passenger_km,1.3,
2031,Romania,car_annual_change_in_passenger_km,1.3,
2032,Romania,car_annual_change_in_passenger_km,1.3,
2033,Romania,car_annual_change_in_passenger_km,1.3,
2034,Romania,car_annual_change_in_passenger_km,1.3,
2035,Romania,car_annual_change_in_passenger_km,1.3,
2036,Romania,car_annual_change_in_passenger_km,1.3,
2037,Romania,car_annual_change_in_passenger_km,1.3,
2038,Romania,car_annual_change_in_passenger_km,1.3,
2039,Romania,car_annual_change_in_passenger_km,1.3,
2040,Romania,car_annual_change_in_passenger_km,1.3,
2041,Romania,car_annual_change_in_passenger_km,1.3,
2042,Romania,car_annual_change_in_passenger_km,1.3,
2043,Romania,car_annual_change_in_passenger_km,1.3,
2044,Romania,car_annual_change_in_passenger_km,1.3,
2045,Romania,car_annual_change_in_passenger_km,1.3,
2046,Romania,car_annual_change_in_passenger_km,1.3,
2047,Romania,car_annual_change_in_passenger_km,1.3,
2048,Romania,car_annual_change_in_passenger_km,1.3,
2049,Romania,car_annual_change_in_passenger_km,1.3,
2050,Romania,car_annual_change_in_passenger_km,1.3,
2022,Romania,tram_annual_change_in_passenger_km,1.5,
2023,Romania,tram_annual_change_in_passenger_km,1.5,
2024,Romania,tram_annual_change_in_passenger_km,1.5,
2025,Romania,tram_annual_change_in_passenger_km,1.5,
2026,Romania,tram_annual_change_in_passenger_km,1.5,
2027,Romania,tram_annual_change_in_passenger_km,1.5,
2028,Romania,tram_annual_change_in_passenger_km,1.5,
2029,Romania,tram_annual_change_in_passenger_km,1.5,
2030,Romania,tram_annual_change_in_passenger_km,1.4,
2031,Romania,tram_annual_change_in_passenger_km,1.4,
2032,Romania,tram_annual_change_in_passenger_km,1.4,
2033,Romania,tram_annual_change_in_passenger_km,1.4,
2034,Romania,tram_annual_change_in_passenger_km,1.4,
2035,Romania,tram_annual_change_in_passenger_km,1.4,
2036,Romania,tram_annual_change_in_passenger_km,1.4,
2037,Romania,tram_annual_change_in_passenger_km,1.4,
2038,Romania,tram_annual_change_in_passenger_km,1.4,
2039,Romania,tram_annual_change_in_passenger_km,1.4,
2040,Romania,tram_annual_change_in_passenger_km,1.4,
2041,Romania,tram_annual_change_in_passenger_km,1.4,
2042,Romania,tram_annual_change_in_passenger_km,1.4,
2043,Romania,tram_annual_change_in_passenger_km,1.4,
2044,Romania,tram_annual_change_in_passenger_km,1.4,
2045,Romania,tram_annual_change_in_passenger_km,1.4,
2046,Romania,tram_annual_change_in_passenger_km,1.4,
2047,Romania,tram_annual_change_in_passenger_km,1.4,
2048,Romania,tram_annual_change_in_passenger_km,1.4,
2049,Romania,tram_annual_change_in_passenger_km,1.4,
2050,Romania,tram_annual_change_in_passenger_km,,
2022,Romania,metro_annual_change_in_passenger_km,1.5,
2023,Romania,metro_annual_change_in_passenger_km,1.5,
2024,Romania,metro_annual_change_in_passenger_km,1.5,
2025,Romania,metro_annual_change_in_passenger_km,1.5,
2026,Romania,metro_annual_change_in_passenger_km,1.5,
2027,Romania,metro_annual_change_in_passenger_km,1.5,
2028,Romania,metro_annual_change_in_passenger_km,1.5,
2029,Romania,metro_annual_change_in_passenger_km,1.5,
2030,Romania,metro_annual_change_in_passenger_km,1.4,
2031,Romania,metro_annual_change_in_passenger_km,1.4,
2032,Romania,metro_annual_change_in_passenger_km,1.4,
2033,Romania,metro_annual_change_in_passenger_km,1.4,
2034,Romania,metro_annual_change_in_passenger_km,1.4,
2035,Romania,metro_annual_change_in_passenger_km,1.4,
2036,Romania,metro_annual_change_in_passenger_km,1.4,
2037,Romania,metro_annual_change_in_passenger_km,1.4,
2038,Romania,metro_annual_change_in_passenger_km,1.4,
2039,Romania,metro_annual_change_in_passenger_km,1.4,
2040,Romania,metro_annual_change_in_passenger_km,1.4,
2041,Romania,metro_annual_change_in_passenger_km,1.4,
2042,Romania,metro_annual_change_in_passenger_km,1.4,
2043,Romania,metro_annual_change_in_passenger_km,1.4,
2044,Romania,metro_annual_change_in_passenger_km,1.4,
2045,Romania,metro_annual_change_in_passenger_km,1.4,
2046,Romania,metro_annual_change_in_passenger_km,1.4,
2047,Romania,metro_annual_change_in_passenger_km,1.4,
2048,Romania,metro_annual_change_in_passenger_km,1.4,
2049,Romania,metro_annual_change_in_passenger_km,1.4,
2050,Romania,metro_annual_change_in_passenger_km,,
2022,Romania,train_annual_change_in_passenger_km,1.5,
2023,Romania,train_annual_change_in_passenger_km,1.5,
2024,Romania,train_annual_change_in_passenger_km,1.5,
2025,Romania,train_annual_change_in_passenger_km,1.5,
2026,Romania,train_annual_change_in_passenger_km,1.5,
2027,Romania,train_annual_change_in_passenger_km,1.5,
2028,Romania,train_annual_change_in_passenger_km,1.5,
2029,Romania,train_annual_change_in_passenger_km,1.5,
2030,Romania,train_annual_change_in_passenger_km,1.4,
2031,Romania,train_annual_change_in_passenger_km,1.4,
2032,Romania,train_annual_change_in_passenger_km,1.4,
2033,Romania,train_annual_change_in_passenger_km,1.4,
2034,Romania,train_annual_change_in_passenger_km,1.4,
2035,Romania,train_annual_change_in_passenger_km,1.4,
2036,Romania,train_annual_change_in_passenger_km,1.4,
2037,Romania,train_annual_change_in_passenger_km,1.4,
2038,Romania,train_annual_change_in_passenger_km,1.4,
2039,Romania,train_annual_change_in_passenger_km,1.4,
2040,Romania,train_annual_change_in_passenger_km,1.4,
2041,Romania,train_annual_change_in_passenger_km,1.4,
2042,Romania,train_annual_change_in_passenger_km,1.4,
2043,Romania,train_annual_change_in_passenger_km,1.4,
2044,Romania,train_annual_change_in_passenger_km,1.4,
2045,Romania,train_annual_change_in_passenger_km,1.4,
2046,Romania,train_annual_change_in_passenger_km,1.4,
2047,Romania,train_annual_change_in_passenger_km,1.4,
2048,Romania,train_annual_change_in_passenger_km,1.4,
2049,Romania,train_annual_change_in_passenger_km,1.4,
2050,Romania,train_annual_change_in_passenger_km,1.4,
2022,Romania,rail_transport_annual_change_in_vehicle_km,2.4,
2023,Romania,rail_transport_annual_change_in_vehicle_km,2.4,
2024,Romania,rail_transport_annual_change_in_vehicle_km,2.4,
2025,Romania,rail_transport_annual_change_in_vehicle_km,2.4,
2026,Romania,rail_transport_annual_change_in_vehicle_km,2.4,
2027,Romania,rail_transport_annual_change_in_vehicle_km,2.4,
2028,Romania,rail_transport_annual_change_in_vehicle_km,2.4,
2029,Romania,rail_transport_annual_change_in_vehicle_km,2.4,
2030,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2031,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2032,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2033,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2034,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2035,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2036,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2037,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2038,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2039,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2040,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2041,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2042,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2043,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2044,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2045,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2046,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2047,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2048,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2049,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2050,Romania,rail_transport_annual_change_in_vehicle_km,1.7,
2022,Romania,road_transport_annual_change_in_vehicle_km,2.5,
2023,Romania,road_transport_annual_change_in_vehicle_km,2.5,
2024,Romania,road_transport_annual_change_in_vehicle_km,2.5,
2025,Romania,road_transport_annual_change_in_vehicle_km,2.5,
2026,Romania,road_transport_annual_change_in_vehicle_km,2.5,
2027,Romania,road_transport_annual_change_in_vehicle_km,2.5,
2028,Romania,road_transport_annual_change_in_vehicle_km,2.5,
2029,Romania,road_transport_annual_change_in_vehicle_km,2.5,
2030,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2031,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2032,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2033,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2034,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2035,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2036,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2037,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2038,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2039,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2040,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2041,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2042,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2043,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2044,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2045,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2046,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2047,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2048,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2049,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2050,Romania,road_transport_annual_change_in_vehicle_km,1.3,
2022,Romania,water_transport_annual_change_in_vehicle_km,1.7,
2023,Romania,water_transport_annual_change_in_vehicle_km,1.7,
2024,Romania,water_transport_annual_change_in_vehicle_km,1.7,
2025,Romania,water_transport_annual_change_in_vehicle_km,1.7,
2026,Romania,water_transport_annual_change_in_vehicle_km,1.7,
2027,Romania,water_transport_annual_change_in_vehicle_km,1.7,
2028,Romania,water_transport_annual_change_in_vehicle_km,1.7,
2029,Romania,water_transport_annual_change_in_vehicle_km,1.7,
2030,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2031,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2032,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2033,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2034,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2035,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2036,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2037,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2038,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2039,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2040,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2041,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2042,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2043,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2044,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2045,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2046,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2047,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2048,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2049,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2050,Romania,water_transport_annual_change_in_vehicle_km,1.2,
2022,Slovakia,annual_population_change,-0.2,
2023,Slovakia,annual_population_change,-0.2,
2024,Slovakia,annual_population_change,-0.2,
2025,Slovakia,annual_population_change,-0.2,
2026,Slovakia,annual_population_change,-0.2,
2027,Slovakia,annual_population_change,-0.2,
2028,Slovakia,annual_population_change,-0.2,
2029,Slovakia,annual_population_change,-0.2,
2030,Slovakia,annual_population_change,-0.4,
2031,Slovakia,annual_population_change,-0.4,
2032,Slovakia,annual_population_change,-0.4,
2033,Slovakia,annual_population_change,-0.4,
2034,Slovakia,annual_population_change,-0.4,
2035,Slovakia,annual_population_change,-0.4,
2036,Slovakia,annual_population_change,-0.4,
2037,Slovakia,annual_population_change,-0.4,
2038,Slovakia,annual_population_change,-0.4,
2039,Slovakia,annual_population_change,-0.4,
2040,Slovakia,annual_population_change,-0.4,
2041,Slovakia,annual_population_change,-0.4,
2042,Slovakia,annual_population_change,-0.4,
2043,Slovakia,annual_population_change,-0.4,
2044,Slovakia,annual_population_change,-0.4,
2045,Slovakia,annual_population_change,-0.4,
2046,Slovakia,annual_population_change,-0.4,
2047,Slovakia,annual_population_change,-0.4,
2048,Slovakia,annual_population_change,-0.4,
2049,Slovakia,annual_population_change,-0.4,
2050,Slovakia,annual_population_change,-0.4,
2022,Slovakia,decarbonization_of_grid_electricity,-4.8,
2023,Slovakia,decarbonization_of_grid_electricity,-4.8,
2024,Slovakia,decarbonization_of_grid_electricity,-4.8,
2025,Slovakia,decarbonization_of_grid_electricity,-4.8,
2026,Slovakia,decarbonization_of_grid_electricity,-4.8,
2027,Slovakia,decarbonization_of_grid_electricity,-4.8,
2028,Slovakia,decarbonization_of_grid_electricity,-4.8,
2029,Slovakia,decarbonization_of_grid_electricity,-4.8,
2030,Slovakia,decarbonization_of_grid_electricity,-2.8,
2031,Slovakia,decarbonization_of_grid_electricity,-2.8,
2032,Slovakia,decarbonization_of_grid_electricity,-2.8,
2033,Slovakia,decarbonization_of_grid_electricity,-2.8,
2034,Slovakia,decarbonization_of_grid_electricity,-2.8,
2035,Slovakia,decarbonization_of_grid_electricity,-2.8,
2036,Slovakia,decarbonization_of_grid_electricity,-2.8,
2037,Slovakia,decarbonization_of_grid_electricity,-2.8,
2038,Slovakia,decarbonization_of_grid_electricity,-2.8,
2039,Slovakia,decarbonization_of_grid_electricity,-2.8,
2040,Slovakia,decarbonization_of_grid_electricity,-2.8,
2041,Slovakia,decarbonization_of_grid_electricity,-2.8,
2042,Slovakia,decarbonization_of_grid_electricity,-2.8,
2043,Slovakia,decarbonization_of_grid_electricity,-2.8,
2044,Slovakia,decarbonization_of_grid_electricity,-2.8,
2045,Slovakia,decarbonization_of_grid_electricity,-2.8,
2046,Slovakia,decarbonization_of_grid_electricity,-2.8,
2047,Slovakia,decarbonization_of_grid_electricity,-2.8,
2048,Slovakia,decarbonization_of_grid_electricity,-2.8,
2049,Slovakia,decarbonization_of_grid_electricity,-2.8,
2050,Slovakia,decarbonization_of_grid_electricity,-2.8,
2022,Slovakia,share_of_electricity_in_road_transport,0.1,
2023,Slovakia,share_of_electricity_in_road_transport,0.1,
2024,Slovakia,share_of_electricity_in_road_transport,0.1,
2025,Slovakia,share_of_electricity_in_road_transport,0.2,
2026,Slovakia,share_of_electricity_in_road_transport,0.2,
2027,Slovakia,share_of_electricity_in_road_transport,0.2,
2028,Slovakia,share_of_electricity_in_road_transport,0.2,
2029,Slovakia,share_of_electricity_in_road_transport,0.2,
2030,Slovakia,share_of_electricity_in_road_transport,0.4,
2031,Slovakia,share_of_electricity_in_road_transport,0.4,
2032,Slovakia,share_of_electricity_in_road_transport,0.4,
2033,Slovakia,share_of_electricity_in_road_transport,0.4,
2034,Slovakia,share_of_electricity_in_road_transport,0.4,
2035,Slovakia,share_of_electricity_in_road_transport,0.6,
2036,Slovakia,share_of_electricity_in_road_transport,0.6,
2037,Slovakia,share_of_electricity_in_road_transport,0.6,
2038,Slovakia,share_of_electricity_in_road_transport,0.6,
2039,Slovakia,share_of_electricity_in_road_transport,0.6,
2040,Slovakia,share_of_electricity_in_road_transport,0.9,
2041,Slovakia,share_of_electricity_in_road_transport,0.9,
2042,Slovakia,share_of_electricity_in_road_transport,0.9,
2043,Slovakia,share_of_electricity_in_road_transport,0.9,
2044,Slovakia,share_of_electricity_in_road_transport,0.9,
2045,Slovakia,share_of_electricity_in_road_transport,1.2,
2046,Slovakia,share_of_electricity_in_road_transport,1.2,
2047,Slovakia,share_of_electricity_in_road_transport,1.2,
2048,Slovakia,share_of_electricity_in_road_transport,1.2,
2049,Slovakia,share_of_electricity_in_road_transport,1.2,
2050,Slovakia,share_of_electricity_in_road_transport,1.4,
2022,Slovakia,bus_annual_change_in_passenger_km,2.3,
2023,Slovakia,bus_annual_change_in_passenger_km,2.3,
2024,Slovakia,bus_annual_change_in_passenger_km,2.3,
2025,Slovakia,bus_annual_change_in_passenger_km,2.3,
2026,Slovakia,bus_annual_change_in_passenger_km,2.3,
2027,Slovakia,bus_annual_change_in_passenger_km,2.3,
2028,Slovakia,bus_annual_change_in_passenger_km,2.3,
2029,Slovakia,bus_annual_change_in_passenger_km,2.3,
2030,Slovakia,bus_annual_change_in_passenger_km,0.7,
2031,Slovakia,bus_annual_change_in_passenger_km,0.7,
2032,Slovakia,bus_annual_change_in_passenger_km,0.7,
2033,Slovakia,bus_annual_change_in_passenger_km,0.7,
2034,Slovakia,bus_annual_change_in_passenger_km,0.7,
2035,Slovakia,bus_annual_change_in_passenger_km,0.7,
2036,Slovakia,bus_annual_change_in_passenger_km,0.7,
2037,Slovakia,bus_annual_change_in_passenger_km,0.7,
2038,Slovakia,bus_annual_change_in_passenger_km,0.7,
2039,Slovakia,bus_annual_change_in_passenger_km,0.7,
2040,Slovakia,bus_annual_change_in_passenger_km,0.7,
2041,Slovakia,bus_annual_change_in_passenger_km,0.7,
2042,Slovakia,bus_annual_change_in_passenger_km,0.7,
2043,Slovakia,bus_annual_change_in_passenger_km,0.7,
2044,Slovakia,bus_annual_change_in_passenger_km,0.7,
2045,Slovakia,bus_annual_change_in_passenger_km,0.7,
2046,Slovakia,bus_annual_change_in_passenger_km,0.7,
2047,Slovakia,bus_annual_change_in_passenger_km,0.7,
2048,Slovakia,bus_annual_change_in_passenger_km,0.7,
2049,Slovakia,bus_annual_change_in_passenger_km,0.7,
2050,Slovakia,bus_annual_change_in_passenger_km,0.7,
2022,Slovakia,car_annual_change_in_passenger_km,2.4,
2023,Slovakia,car_annual_change_in_passenger_km,2.4,
2024,Slovakia,car_annual_change_in_passenger_km,2.4,
2025,Slovakia,car_annual_change_in_passenger_km,2.4,
2026,Slovakia,car_annual_change_in_passenger_km,2.4,
2027,Slovakia,car_annual_change_in_passenger_km,2.4,
2028,Slovakia,car_annual_change_in_passenger_km,2.4,
2029,Slovakia,car_annual_change_in_passenger_km,2.4,
2030,Slovakia,car_annual_change_in_passenger_km,0.8,
2031,Slovakia,car_annual_change_in_passenger_km,0.8,
2032,Slovakia,car_annual_change_in_passenger_km,0.8,
2033,Slovakia,car_annual_change_in_passenger_km,0.8,
2034,Slovakia,car_annual_change_in_passenger_km,0.8,
2035,Slovakia,car_annual_change_in_passenger_km,0.8,
2036,Slovakia,car_annual_change_in_passenger_km,0.8,
2037,Slovakia,car_annual_change_in_passenger_km,0.8,
2038,Slovakia,car_annual_change_in_passenger_km,0.8,
2039,Slovakia,car_annual_change_in_passenger_km,0.8,
2040,Slovakia,car_annual_change_in_passenger_km,0.8,
2041,Slovakia,car_annual_change_in_passenger_km,0.8,
2042,Slovakia,car_annual_change_in_passenger_km,0.8,
2043,Slovakia,car_annual_change_in_passenger_km,0.8,
2044,Slovakia,car_annual_change_in_passenger_km,0.8,
2045,Slovakia,car_annual_change_in_passenger_km,0.8,
2046,Slovakia,car_annual_change_in_passenger_km,0.8,
2047,Slovakia,car_annual_change_in_passenger_km,0.8,
2048,Slovakia,car_annual_change_in_passenger_km,0.8,
2049,Slovakia,car_annual_change_in_passenger_km,0.8,
2050,Slovakia,car_annual_change_in_passenger_km,0.8,
2022,Slovakia,tram_annual_change_in_passenger_km,2.9,
2023,Slovakia,tram_annual_change_in_passenger_km,2.9,
2024,Slovakia,tram_annual_change_in_passenger_km,2.9,
2025,Slovakia,tram_annual_change_in_passenger_km,2.9,
2026,Slovakia,tram_annual_change_in_passenger_km,2.9,
2027,Slovakia,tram_annual_change_in_passenger_km,2.9,
2028,Slovakia,tram_annual_change_in_passenger_km,2.9,
2029,Slovakia,tram_annual_change_in_passenger_km,2.9,
2030,Slovakia,tram_annual_change_in_passenger_km,1.1,
2031,Slovakia,tram_annual_change_in_passenger_km,1.1,
2032,Slovakia,tram_annual_change_in_passenger_km,1.1,
2033,Slovakia,tram_annual_change_in_passenger_km,1.1,
2034,Slovakia,tram_annual_change_in_passenger_km,1.1,
2035,Slovakia,tram_annual_change_in_passenger_km,1.1,
2036,Slovakia,tram_annual_change_in_passenger_km,1.1,
2037,Slovakia,tram_annual_change_in_passenger_km,1.1,
2038,Slovakia,tram_annual_change_in_passenger_km,1.1,
2039,Slovakia,tram_annual_change_in_passenger_km,1.1,
2040,Slovakia,tram_annual_change_in_passenger_km,1.1,
2041,Slovakia,tram_annual_change_in_passenger_km,1.1,
2042,Slovakia,tram_annual_change_in_passenger_km,1.1,
2043,Slovakia,tram_annual_change_in_passenger_km,1.1,
2044,Slovakia,tram_annual_change_in_passenger_km,1.1,
2045,Slovakia,tram_annual_change_in_passenger_km,1.1,
2046,Slovakia,tram_annual_change_in_passenger_km,1.1,
2047,Slovakia,tram_annual_change_in_passenger_km,1.1,
2048,Slovakia,tram_annual_change_in_passenger_km,1.1,
2049,Slovakia,tram_annual_change_in_passenger_km,1.1,
2050,Slovakia,tram_annual_change_in_passenger_km,1.1,
2022,Slovakia,metro_annual_change_in_passenger_km,2.9,
2023,Slovakia,metro_annual_change_in_passenger_km,2.9,
2024,Slovakia,metro_annual_change_in_passenger_km,2.9,
2025,Slovakia,metro_annual_change_in_passenger_km,2.9,
2026,Slovakia,metro_annual_change_in_passenger_km,2.9,
2027,Slovakia,metro_annual_change_in_passenger_km,2.9,
2028,Slovakia,metro_annual_change_in_passenger_km,2.9,
2029,Slovakia,metro_annual_change_in_passenger_km,2.9,
2030,Slovakia,metro_annual_change_in_passenger_km,1.1,
